clear_cut_group,anomaly
196308,pas d'anomalie
196317,pas d'anomalie
196323,pas d'anomalie
196324,pas d'anomalie
196326,pas d'anomalie
196332,pas d'anomalie
196335,pas d'anomalie
196336,pas d'anomalie
196353,pas d'anomalie
196379,pas d'anomalie
196399,pas d'anomalie
196400,pas d'anomalie
196414,pas d'anomalie
196418,pas d'anomalie
196425,pas d'anomalie
196428,pas d'anomalie
196440,pas d'anomalie
196447,pas d'anomalie
196448,pas d'anomalie
196451,pas d'anomalie
196453,pas d'anomalie
196455,pas d'anomalie
196467,pas d'anomalie
196473,pas d'anomalie
196476,pas d'anomalie
196505,pas d'anomalie
196513,pas d'anomalie
196532,pas d'anomalie
196554,pas d'anomalie
196579,pas d'anomalie
196618,pas d'anomalie
196635,pas d'anomalie
196647,pas d'anomalie
196660,pas d'anomalie
196661,pas d'anomalie
196710,pas d'anomalie
196716,pas d'anomalie
196732,pas d'anomalie
196739,pas d'anomalie
196742,pas d'anomalie
196749,pas d'anomalie
196792,pas d'anomalie
196789,pas d'anomalie
196795,pas d'anomalie
196796,pas d'anomalie
196797,pas d'anomalie
196808,pas d'anomalie
196802,pas d'anomalie
196810,pas d'anomalie
196828,pas d'anomalie
196853,pas d'anomalie
196859,pas d'anomalie
196868,pas d'anomalie
196165,pas d'anomalie
196879,pas d'anomalie
196880,pas d'anomalie
196883,pas d'anomalie
196926,anomalie moyenne
196931,pas d'anomalie
196937,anomalie moyenne
196940,pas d'anomalie
196941,pas d'anomalie
196939,pas d'anomalie
196942,pas d'anomalie
196946,pas d'anomalie
196954,pas d'anomalie
196964,pas d'anomalie
196968,pas d'anomalie
196975,pas d'anomalie
196977,pas d'anomalie
196983,pas d'anomalie
196985,pas d'anomalie
196987,pas d'anomalie
196988,pas d'anomalie
197000,pas d'anomalie
197002,pas d'anomalie
197025,pas d'anomalie
197024,pas d'anomalie
197042,pas d'anomalie
197044,pas d'anomalie
197061,anomalie faible
197086,pas d'anomalie
197088,pas d'anomalie
197091,pas d'anomalie
197092,pas d'anomalie
197089,pas d'anomalie
197096,pas d'anomalie
197105,pas d'anomalie
197114,pas d'anomalie
197115,pas d'anomalie
197119,pas d'anomalie
197123,pas d'anomalie
197126,pas d'anomalie
197130,pas d'anomalie
197145,pas d'anomalie
197158,pas d'anomalie
197184,anomalie faible
197189,pas d'anomalie
197191,pas d'anomalie
197204,pas d'anomalie
197209,pas d'anomalie
197235,pas d'anomalie
197266,pas d'anomalie
197267,pas d'anomalie
197268,pas d'anomalie
197275,pas d'anomalie
197285,pas d'anomalie
197289,pas d'anomalie
197290,pas d'anomalie
197294,pas d'anomalie
197303,pas d'anomalie
197325,pas d'anomalie
197327,pas d'anomalie
197322,pas d'anomalie
197329,pas d'anomalie
197333,pas d'anomalie
197336,pas d'anomalie
197349,pas d'anomalie
197355,pas d'anomalie
197362,pas d'anomalie
197405,pas d'anomalie
197415,pas d'anomalie
197418,pas d'anomalie
197429,pas d'anomalie
197431,pas d'anomalie
197433,pas d'anomalie
197441,pas d'anomalie
197453,pas d'anomalie
197455,pas d'anomalie
197461,pas d'anomalie
197482,pas d'anomalie
197484,pas d'anomalie
197491,pas d'anomalie
197486,pas d'anomalie
197500,pas d'anomalie
197501,pas d'anomalie
197498,pas d'anomalie
197505,pas d'anomalie
197522,pas d'anomalie
197575,pas d'anomalie
197580,pas d'anomalie
197588,pas d'anomalie
197589,pas d'anomalie
197598,pas d'anomalie
197600,anomalie faible
197614,pas d'anomalie
197617,pas d'anomalie
197631,anomalie faible
197604,pas d'anomalie
197654,pas d'anomalie
197659,pas d'anomalie
197660,pas d'anomalie
197664,anomalie faible
197679,pas d'anomalie
197695,anomalie faible
197698,pas d'anomalie
197716,pas d'anomalie
197731,pas d'anomalie
197744,pas d'anomalie
197757,pas d'anomalie
197791,pas d'anomalie
197793,pas d'anomalie
197801,pas d'anomalie
197783,pas d'anomalie
197843,pas d'anomalie
197844,pas d'anomalie
197850,pas d'anomalie
197854,pas d'anomalie
197855,pas d'anomalie
197871,pas d'anomalie
197870,pas d'anomalie
197883,pas d'anomalie
197899,pas d'anomalie
197916,pas d'anomalie
197926,pas d'anomalie
197929,pas d'anomalie
197944,pas d'anomalie
197945,pas d'anomalie
197946,pas d'anomalie
197957,pas d'anomalie
197953,pas d'anomalie
197966,pas d'anomalie
197990,pas d'anomalie
197991,pas d'anomalie
198001,pas d'anomalie
198013,pas d'anomalie
198011,pas d'anomalie
198020,pas d'anomalie
198038,pas d'anomalie
198047,pas d'anomalie
198048,pas d'anomalie
198059,pas d'anomalie
198058,pas d'anomalie
198074,pas d'anomalie
198065,pas d'anomalie
198092,pas d'anomalie
198101,pas d'anomalie
198108,pas d'anomalie
198126,pas d'anomalie
198136,pas d'anomalie
198165,pas d'anomalie
198172,pas d'anomalie
198193,pas d'anomalie
198192,pas d'anomalie
198196,pas d'anomalie
198197,pas d'anomalie
198205,pas d'anomalie
198218,pas d'anomalie
198224,pas d'anomalie
198225,pas d'anomalie
198238,pas d'anomalie
198235,pas d'anomalie
198246,pas d'anomalie
198249,pas d'anomalie
198253,pas d'anomalie
198263,pas d'anomalie
198262,pas d'anomalie
198240,pas d'anomalie
198264,pas d'anomalie
198278,pas d'anomalie
198293,pas d'anomalie
198304,pas d'anomalie
198315,pas d'anomalie
198341,pas d'anomalie
198348,pas d'anomalie
198352,pas d'anomalie
198353,pas d'anomalie
198356,pas d'anomalie
198357,pas d'anomalie
198370,pas d'anomalie
198363,pas d'anomalie
198378,pas d'anomalie
198385,pas d'anomalie
198387,pas d'anomalie
198383,pas d'anomalie
198396,pas d'anomalie
198403,pas d'anomalie
198420,pas d'anomalie
198437,pas d'anomalie
198453,pas d'anomalie
198462,pas d'anomalie
198451,pas d'anomalie
198477,pas d'anomalie
198481,pas d'anomalie
198486,pas d'anomalie
198491,pas d'anomalie
198494,pas d'anomalie
198501,pas d'anomalie
198511,pas d'anomalie
198510,pas d'anomalie
198525,pas d'anomalie
198550,pas d'anomalie
198551,pas d'anomalie
198578,pas d'anomalie
198581,pas d'anomalie
198585,pas d'anomalie
198599,pas d'anomalie
198601,pas d'anomalie
198590,pas d'anomalie
198618,pas d'anomalie
198635,pas d'anomalie
198632,pas d'anomalie
198650,pas d'anomalie
198656,pas d'anomalie
198677,pas d'anomalie
198681,pas d'anomalie
198696,pas d'anomalie
198706,pas d'anomalie
198709,pas d'anomalie
198716,pas d'anomalie
198720,pas d'anomalie
198721,pas d'anomalie
198725,pas d'anomalie
198740,pas d'anomalie
198744,pas d'anomalie
198746,pas d'anomalie
198754,pas d'anomalie
198761,pas d'anomalie
198772,pas d'anomalie
198773,pas d'anomalie
198757,pas d'anomalie
198791,pas d'anomalie
198797,pas d'anomalie
198803,pas d'anomalie
198796,pas d'anomalie
198811,pas d'anomalie
198814,pas d'anomalie
198873,pas d'anomalie
198824,pas d'anomalie
198818,pas d'anomalie
198887,pas d'anomalie
198901,pas d'anomalie
198915,pas d'anomalie
198916,pas d'anomalie
198923,pas d'anomalie
198929,pas d'anomalie
198930,pas d'anomalie
198933,pas d'anomalie
198934,pas d'anomalie
198938,pas d'anomalie
198968,pas d'anomalie
198974,pas d'anomalie
198982,pas d'anomalie
198983,pas d'anomalie
198986,pas d'anomalie
198996,pas d'anomalie
199018,pas d'anomalie
199020,pas d'anomalie
199021,pas d'anomalie
199026,pas d'anomalie
199034,pas d'anomalie
199035,pas d'anomalie
199049,pas d'anomalie
199051,pas d'anomalie
199066,pas d'anomalie
199069,pas d'anomalie
199075,pas d'anomalie
199088,pas d'anomalie
199094,pas d'anomalie
199098,pas d'anomalie
199106,pas d'anomalie
199112,pas d'anomalie
199113,pas d'anomalie
199127,pas d'anomalie
199128,pas d'anomalie
199148,pas d'anomalie
199151,pas d'anomalie
199174,pas d'anomalie
199177,pas d'anomalie
199180,pas d'anomalie
199202,pas d'anomalie
199203,pas d'anomalie
199226,pas d'anomalie
199228,pas d'anomalie
199232,pas d'anomalie
199235,pas d'anomalie
199234,pas d'anomalie
199238,pas d'anomalie
199243,pas d'anomalie
199255,pas d'anomalie
199264,pas d'anomalie
199258,pas d'anomalie
199268,pas d'anomalie
199271,pas d'anomalie
199290,pas d'anomalie
199297,pas d'anomalie
199301,pas d'anomalie
199302,pas d'anomalie
199304,pas d'anomalie
199309,pas d'anomalie
199306,pas d'anomalie
199318,pas d'anomalie
199322,pas d'anomalie
199333,pas d'anomalie
199338,pas d'anomalie
199342,pas d'anomalie
199356,pas d'anomalie
199363,pas d'anomalie
199364,pas d'anomalie
199367,pas d'anomalie
199371,pas d'anomalie
199370,pas d'anomalie
199374,pas d'anomalie
199382,pas d'anomalie
199387,pas d'anomalie
199396,pas d'anomalie
199412,pas d'anomalie
199413,pas d'anomalie
199426,pas d'anomalie
199430,pas d'anomalie
199435,pas d'anomalie
199459,pas d'anomalie
199468,pas d'anomalie
199470,pas d'anomalie
199487,pas d'anomalie
199495,pas d'anomalie
199524,pas d'anomalie
199529,pas d'anomalie
199549,pas d'anomalie
199590,pas d'anomalie
199591,pas d'anomalie
199600,pas d'anomalie
199617,pas d'anomalie
199637,pas d'anomalie
199647,pas d'anomalie
199652,pas d'anomalie
199662,pas d'anomalie
199667,pas d'anomalie
199669,pas d'anomalie
199693,pas d'anomalie
199698,pas d'anomalie
199721,pas d'anomalie
199729,pas d'anomalie
199735,pas d'anomalie
199737,anomalie faible
199753,pas d'anomalie
199762,pas d'anomalie
199763,pas d'anomalie
199775,pas d'anomalie
199786,pas d'anomalie
199791,pas d'anomalie
199799,pas d'anomalie
199805,pas d'anomalie
199811,pas d'anomalie
199812,pas d'anomalie
199822,pas d'anomalie
199835,pas d'anomalie
199844,pas d'anomalie
199857,pas d'anomalie
199864,pas d'anomalie
199886,pas d'anomalie
199899,pas d'anomalie
199921,pas d'anomalie
199928,pas d'anomalie
199984,pas d'anomalie
199994,pas d'anomalie
199997,pas d'anomalie
200003,pas d'anomalie
200004,pas d'anomalie
200011,pas d'anomalie
200022,pas d'anomalie
200035,pas d'anomalie
199933,pas d'anomalie
200082,pas d'anomalie
200089,pas d'anomalie
200093,pas d'anomalie
200106,pas d'anomalie
200124,pas d'anomalie
200131,pas d'anomalie
200132,pas d'anomalie
200133,anomalie faible
200135,pas d'anomalie
200144,pas d'anomalie
200153,pas d'anomalie
200158,pas d'anomalie
200171,pas d'anomalie
200177,pas d'anomalie
200180,pas d'anomalie
200182,pas d'anomalie
200188,pas d'anomalie
200189,pas d'anomalie
200193,pas d'anomalie
200203,pas d'anomalie
200209,pas d'anomalie
200230,anomalie faible
200236,pas d'anomalie
200261,pas d'anomalie
200267,pas d'anomalie
200276,pas d'anomalie
200328,anomalie moyenne
200360,pas d'anomalie
200382,pas d'anomalie
200384,pas d'anomalie
200388,pas d'anomalie
200398,pas d'anomalie
200405,pas d'anomalie
200412,pas d'anomalie
200418,pas d'anomalie
200433,pas d'anomalie
200440,pas d'anomalie
200486,pas d'anomalie
200535,pas d'anomalie
200536,pas d'anomalie
200549,pas d'anomalie
200546,pas d'anomalie
200580,pas d'anomalie
200587,pas d'anomalie
200593,pas d'anomalie
200610,pas d'anomalie
200617,pas d'anomalie
200643,pas d'anomalie
200645,pas d'anomalie
200675,pas d'anomalie
200682,anomalie faible
200681,anomalie faible
200687,pas d'anomalie
200692,pas d'anomalie
192710,pas d'anomalie
200751,pas d'anomalie
200763,pas d'anomalie
200764,pas d'anomalie
200766,pas d'anomalie
200816,pas d'anomalie
200824,pas d'anomalie
200825,pas d'anomalie
200828,anomalie faible
200834,pas d'anomalie
200837,pas d'anomalie
200842,pas d'anomalie
200846,pas d'anomalie
200852,pas d'anomalie
200854,pas d'anomalie
200866,pas d'anomalie
200867,pas d'anomalie
200872,pas d'anomalie
200873,pas d'anomalie
200894,pas d'anomalie
200897,pas d'anomalie
200898,pas d'anomalie
200896,pas d'anomalie
200905,pas d'anomalie
200914,pas d'anomalie
200915,pas d'anomalie
200918,pas d'anomalie
200934,pas d'anomalie
200940,pas d'anomalie
200969,pas d'anomalie
201004,pas d'anomalie
201007,pas d'anomalie
201011,pas d'anomalie
201015,pas d'anomalie
201032,pas d'anomalie
201033,pas d'anomalie
201039,pas d'anomalie
201048,pas d'anomalie
201051,pas d'anomalie
201058,pas d'anomalie
201062,pas d'anomalie
201065,pas d'anomalie
200891,pas d'anomalie
201107,anomalie moyenne
201114,pas d'anomalie
201131,pas d'anomalie
201157,pas d'anomalie
201178,anomalie faible
201195,anomalie faible
201197,pas d'anomalie
201204,pas d'anomalie
201208,pas d'anomalie
201209,pas d'anomalie
201218,pas d'anomalie
201233,pas d'anomalie
201235,pas d'anomalie
201237,anomalie faible
201238,pas d'anomalie
201241,pas d'anomalie
201253,pas d'anomalie
201261,pas d'anomalie
201262,pas d'anomalie
201271,pas d'anomalie
201273,pas d'anomalie
201301,pas d'anomalie
201304,anomalie faible
201305,pas d'anomalie
201307,pas d'anomalie
201313,pas d'anomalie
201337,pas d'anomalie
201340,pas d'anomalie
201368,pas d'anomalie
201369,pas d'anomalie
201371,anomalie faible
201385,pas d'anomalie
201388,pas d'anomalie
201389,pas d'anomalie
201390,pas d'anomalie
201400,pas d'anomalie
201403,pas d'anomalie
201404,pas d'anomalie
201415,pas d'anomalie
201431,anomalie moyenne
201437,pas d'anomalie
201439,pas d'anomalie
201454,pas d'anomalie
201461,pas d'anomalie
201472,pas d'anomalie
201495,pas d'anomalie
201509,pas d'anomalie
201540,pas d'anomalie
201546,pas d'anomalie
201551,pas d'anomalie
201570,pas d'anomalie
201572,pas d'anomalie
201589,pas d'anomalie
201664,pas d'anomalie
201673,pas d'anomalie
201675,pas d'anomalie
201492,pas d'anomalie
201720,pas d'anomalie
201731,pas d'anomalie
190487,pas d'anomalie
201747,pas d'anomalie
201759,pas d'anomalie
201763,pas d'anomalie
201766,pas d'anomalie
201781,pas d'anomalie
201487,pas d'anomalie
201806,pas d'anomalie
201815,pas d'anomalie
201816,pas d'anomalie
201822,pas d'anomalie
201836,anomalie faible
201851,pas d'anomalie
201857,pas d'anomalie
201861,pas d'anomalie
201867,pas d'anomalie
201870,pas d'anomalie
201877,pas d'anomalie
201881,pas d'anomalie
201888,pas d'anomalie
201891,pas d'anomalie
201902,anomalie faible
201928,pas d'anomalie
201923,pas d'anomalie
201941,pas d'anomalie
201944,anomalie faible
201948,pas d'anomalie
201949,pas d'anomalie
201954,pas d'anomalie
201957,pas d'anomalie
201970,pas d'anomalie
201974,pas d'anomalie
201987,pas d'anomalie
201994,pas d'anomalie
201996,pas d'anomalie
201999,pas d'anomalie
202018,pas d'anomalie
202021,pas d'anomalie
202028,pas d'anomalie
202058,pas d'anomalie
202060,pas d'anomalie
202066,pas d'anomalie
202073,pas d'anomalie
202085,pas d'anomalie
202098,pas d'anomalie
202110,pas d'anomalie
202112,pas d'anomalie
202122,pas d'anomalie
202136,pas d'anomalie
202137,anomalie faible
202154,pas d'anomalie
202157,pas d'anomalie
202169,pas d'anomalie
202170,pas d'anomalie
202182,pas d'anomalie
202181,pas d'anomalie
202191,pas d'anomalie
202197,pas d'anomalie
202198,pas d'anomalie
202203,pas d'anomalie
202216,pas d'anomalie
202221,pas d'anomalie
202227,pas d'anomalie
202230,pas d'anomalie
202231,pas d'anomalie
202234,pas d'anomalie
202241,pas d'anomalie
202254,pas d'anomalie
202262,pas d'anomalie
202267,pas d'anomalie
202269,pas d'anomalie
202268,pas d'anomalie
202272,pas d'anomalie
202283,pas d'anomalie
202289,pas d'anomalie
202291,pas d'anomalie
202292,pas d'anomalie
202247,pas d'anomalie
202310,pas d'anomalie
202323,pas d'anomalie
202329,pas d'anomalie
202331,pas d'anomalie
202332,pas d'anomalie
202347,pas d'anomalie
202351,pas d'anomalie
202358,pas d'anomalie
202364,pas d'anomalie
202385,pas d'anomalie
202391,pas d'anomalie
202402,pas d'anomalie
202401,pas d'anomalie
202405,pas d'anomalie
202421,pas d'anomalie
202423,pas d'anomalie
202428,pas d'anomalie
202432,pas d'anomalie
202449,pas d'anomalie
202454,pas d'anomalie
202377,pas d'anomalie
202465,pas d'anomalie
202469,pas d'anomalie
202483,pas d'anomalie
202484,pas d'anomalie
202485,pas d'anomalie
202486,pas d'anomalie
202488,pas d'anomalie
202505,pas d'anomalie
202434,pas d'anomalie
202508,pas d'anomalie
202509,pas d'anomalie
202510,pas d'anomalie
202519,pas d'anomalie
202523,pas d'anomalie
202528,pas d'anomalie
202531,pas d'anomalie
202537,pas d'anomalie
202564,pas d'anomalie
202578,pas d'anomalie
202580,anomalie moyenne
202590,pas d'anomalie
202593,pas d'anomalie
202598,pas d'anomalie
202646,pas d'anomalie
202647,pas d'anomalie
202652,pas d'anomalie
202668,pas d'anomalie
202692,pas d'anomalie
202697,pas d'anomalie
202709,pas d'anomalie
202700,pas d'anomalie
202718,pas d'anomalie
202720,pas d'anomalie
202725,pas d'anomalie
202729,pas d'anomalie
202736,pas d'anomalie
202739,pas d'anomalie
202750,pas d'anomalie
202759,pas d'anomalie
202761,pas d'anomalie
202772,pas d'anomalie
202777,pas d'anomalie
202778,pas d'anomalie
202814,pas d'anomalie
202712,pas d'anomalie
202869,pas d'anomalie
202874,pas d'anomalie
202891,pas d'anomalie
202910,pas d'anomalie
202944,pas d'anomalie
202962,pas d'anomalie
203032,pas d'anomalie
203056,pas d'anomalie
203080,pas d'anomalie
203093,pas d'anomalie
203095,pas d'anomalie
203147,pas d'anomalie
203161,pas d'anomalie
203167,pas d'anomalie
203194,pas d'anomalie
203229,pas d'anomalie
203235,pas d'anomalie
203245,anomalie faible
203263,pas d'anomalie
203298,pas d'anomalie
203299,pas d'anomalie
203306,pas d'anomalie
203330,pas d'anomalie
203356,pas d'anomalie
203362,pas d'anomalie
203369,pas d'anomalie
203377,pas d'anomalie
203378,pas d'anomalie
203381,pas d'anomalie
203389,pas d'anomalie
203393,pas d'anomalie
203396,pas d'anomalie
203397,pas d'anomalie
203400,pas d'anomalie
203403,pas d'anomalie
203417,pas d'anomalie
203420,anomalie faible
203421,pas d'anomalie
203427,pas d'anomalie
203451,pas d'anomalie
203452,pas d'anomalie
203462,pas d'anomalie
203475,pas d'anomalie
203487,pas d'anomalie
203488,pas d'anomalie
203490,pas d'anomalie
203499,pas d'anomalie
203500,pas d'anomalie
203502,pas d'anomalie
203491,pas d'anomalie
203514,pas d'anomalie
203516,pas d'anomalie
203521,pas d'anomalie
203535,pas d'anomalie
203537,pas d'anomalie
203543,pas d'anomalie
203552,pas d'anomalie
203557,pas d'anomalie
203569,pas d'anomalie
203574,pas d'anomalie
203575,pas d'anomalie
203590,pas d'anomalie
203608,pas d'anomalie
203678,pas d'anomalie
203688,pas d'anomalie
203701,pas d'anomalie
203708,pas d'anomalie
203712,pas d'anomalie
203736,pas d'anomalie
203739,pas d'anomalie
203747,pas d'anomalie
203776,pas d'anomalie
203814,pas d'anomalie
203818,pas d'anomalie
203839,pas d'anomalie
203858,pas d'anomalie
203872,pas d'anomalie
203879,pas d'anomalie
203892,pas d'anomalie
203919,pas d'anomalie
203934,pas d'anomalie
203979,pas d'anomalie
203983,pas d'anomalie
203992,pas d'anomalie
204017,pas d'anomalie
204108,pas d'anomalie
204120,pas d'anomalie
204146,pas d'anomalie
204145,pas d'anomalie
204153,pas d'anomalie
204160,pas d'anomalie
204174,pas d'anomalie
204186,pas d'anomalie
251179,pas d'anomalie
204330,pas d'anomalie
204334,pas d'anomalie
204347,pas d'anomalie
204360,pas d'anomalie
204379,pas d'anomalie
204400,anomalie faible
204405,pas d'anomalie
204406,pas d'anomalie
204419,pas d'anomalie
204437,pas d'anomalie
204451,pas d'anomalie
204478,pas d'anomalie
204479,pas d'anomalie
204526,pas d'anomalie
204528,anomalie faible
204529,pas d'anomalie
204537,pas d'anomalie
204541,pas d'anomalie
204543,pas d'anomalie
204554,pas d'anomalie
204561,pas d'anomalie
204609,pas d'anomalie
204649,pas d'anomalie
204679,anomalie faible
204684,pas d'anomalie
204696,pas d'anomalie
204708,pas d'anomalie
204711,pas d'anomalie
204744,pas d'anomalie
204749,pas d'anomalie
204756,pas d'anomalie
204758,pas d'anomalie
204761,pas d'anomalie
204773,pas d'anomalie
204772,pas d'anomalie
204776,pas d'anomalie
204778,pas d'anomalie
204789,pas d'anomalie
204829,pas d'anomalie
204830,pas d'anomalie
204831,pas d'anomalie
204837,pas d'anomalie
204838,pas d'anomalie
204848,pas d'anomalie
204846,pas d'anomalie
204860,pas d'anomalie
204882,pas d'anomalie
204888,pas d'anomalie
204924,anomalie faible
204928,pas d'anomalie
